X_hat, cp_s, h_hat, cr, T_design, CF,SHB_CF, CAPEX_total, Total_profit, Total_CO2
1.000000,2.000000,40.000000,1.000000,400.000000,0.324434,0.696709,14.300000,469351.631986,4534.407414
1.000000,2.000000,45.000000,1.000000,400.000000,0.335326,0.716771,14.350000,485620.160129,4686.650332
1.000000,2.000000,50.000000,1.000000,400.000000,0.345025,0.737272,14.400000,499594.238329,4821.967323
1.000000,2.000000,55.000000,1.000000,400.000000,0.353158,0.753263,14.450000,511486.771588,4935.650899
1.000000,2.000000,60.000000,1.000000,400.000000,0.357439,0.762919,14.500000,518003.797760,4995.484361
1.000000,2.000000,65.000000,1.000000,400.000000,0.359294,0.768198,14.550000,520501.111812,5021.412194
1.000000,2.000000,70.000000,1.000000,400.000000,0.360008,0.768779,14.600000,521601.511567,5031.384438
1.000000,2.000000,75.000000,1.000000,400.000000,0.360293,0.773887,14.650000,522404.079850,5035.373335
1.000000,2.000000,80.000000,1.000000,400.000000,0.360721,0.774096,14.700000,522836.259122,5041.356681
1.000000,2.000000,85.000000,1.000000,400.000000,0.361054,0.774334,14.750000,523261.484853,5046.010395
1.000000,2.000000,90.000000,1.000000,400.000000,0.361006,0.774068,14.800000,523532.975009,5045.345579
1.000000,2.000000,95.000000,1.000000,400.000000,0.361197,0.774848,14.850000,523590.657077,5048.004844
1.000000,2.000000,100.000000,1.000000,400.000000,0.361244,0.774658,14.900000,523700.439073,5048.669660
1.000000,2.200000,5.000000,1.000000,400.000000,0.208286,0.458076,14.207349,295986.788246,2911.109475
1.000000,2.200000,10.000000,1.000000,400.000000,0.230922,0.503035,14.257349,327786.732336,3227.378690
1.000000,2.200000,15.000000,1.000000,400.000000,0.251803,0.551826,14.307349,357794.788644,3519.233019
1.000000,2.200000,20.000000,1.000000,400.000000,0.271347,0.579756,14.357349,387357.751796,3792.166970
1.000000,2.200000,25.000000,1.000000,400.000000,0.288994,0.625675,14.407349,414411.991849,4038.813795
1.000000,2.200000,30.000000,1.000000,400.000000,0.305498,0.651046,14.457349,440011.583592,4269.505029
1.000000,2.200000,35.000000,1.000000,400.000000,0.321009,0.683096,14.507349,464121.017758,4486.540645
1.000000,2.200000,40.000000,1.000000,400.000000,0.334418,0.713252,14.557349,484565.454020,4673.713302
1.000000,2.200000,45.000000,1.000000,400.000000,0.346552,0.739935,14.607349,502643.946096,4843.546964
1.000000,2.200000,50.000000,1.000000,400.000000,0.357154,0.759703,14.657349,518778.405254,4991.495463
1.000000,2.200000,55.000000,1.000000,400.000000,0.366476,0.776237,14.707349,531960.004507,5121.799446
1.000000,2.200000,60.000000,1.000000,400.000000,0.371899,0.789184,14.757349,539520.920581,5197.588497
1.000000,2.200000,65.000000,1.000000,400.000000,0.374467,0.792922,14.807349,543433.555048,5233.488574
1.000000,2.200000,70.000000,1.000000,400.000000,0.375514,0.796480,14.857349,545180.065703,5248.114531
1.000000,2.200000,75.000000,1.000000,400.000000,0.376370,0.799629,14.907349,546391.614614,5260.081223
1.000000,2.200000,80.000000,1.000000,400.000000,0.376893,0.799610,14.957349,546948.079431,5267.394202
1.000000,2.200000,85.000000,1.000000,400.000000,0.377321,0.800409,15.007349,547710.786377,5273.377548
1.000000,2.200000,90.000000,1.000000,400.000000,0.377559,0.800390,15.057349,547999.761706,5276.701629
1.000000,2.200000,95.000000,1.000000,400.000000,0.377939,0.801218,15.107349,548451.412317,5282.020159
1.000000,2.200000,100.000000,1.000000,400.000000,0.377892,0.802740,15.157349,548806.614442,5281.355343
1.000000,2.400000,5.000000,1.000000,400.000000,0.210236,0.459989,14.459263,299251.745417,2938.366940
1.000000,2.400000,10.000000,1.000000,400.000000,0.233961,0.504718,14.509263,332171.326877,3269.621407
1.000000,2.400000,15.000000,1.000000,400.000000,0.255032,0.552978,14.559263,363217.703744,3564.135001
1.000000,2.400000,20.000000,1.000000,400.000000,0.275537,0.588175,14.609263,394032.266654,3850.976321
1.000000,2.400000,25.000000,1.000000,400.000000,0.293465,0.627892,14.659263,422265.189339,4101.306521
1.000000,2.400000,30.000000,1.000000,400.000000,0.310921,0.664583,14.709263,448714.243405,4345.294080
1.000000,2.400000,35.000000,1.000000,400.000000,0.327716,0.691790,14.759263,474604.841238,4580.279734
1.000000,2.400000,40.000000,1.000000,400.000000,0.342556,0.725124,14.809263,497014.169626,4787.702401
1.000000,2.400000,45.000000,1.000000,400.000000,0.355584,0.752445,14.859263,516769.816174,4969.556527
